prompt,gen_title,gen_body,sim_top1,sim_top5_mean,novelty,nn_title,nn_excerpt
아침 물방울,아침 물방울,"가을과 겨울의 만남은
눈물이 맺히는 것 같습니다.
이렇게 물결을 맞으며 한낮처럼 고요
해졌으니까요.
그래서인지 여름, 겨울은
하늘을 향해 뻗은 작은 별들이
햇살 따라 흔들리고 있습니다.
누군가가 날 잡아 주기를 기다린다고 합니다.
가을빛에 젖어 있는 이 고운 햇살은
새벽마다 새벽을 깨우며 아름답게 날아갑니다.
겨울이 왔다 갔다
하고 있는 것은 바로 눈물입니다.
바람도 불어오고 바람은 불어도
맑고 깨끗해진다는데
그때와 다른 사람이 있어서
아",0.8723692893981934,0.8560325503349304,0.12763071060180664,겨울 비,"눈 섞인 빗방울이 내 마음을 두드리고, 그 소리에 나는 먼 옛날을 떠올린다. 하얗게 눈물 흘리며 걷던 내 작은 발걸음이 생각난다. 그때 그곳의 겨울은 별처럼 신비한 곳에 있는 듯했고, 하나의 하늘 아래 우리는 서로를…"
자꾸 그리워,자꾸 그리워,"내 가슴 한구석에 있는 너를 
내게 주려 했지만
아쉽게도 난 널 떠나보내야 했어 
자꾸만 이럴 때면 내가 넌 나였니 
그렇게 나를 떠났으니 
지금 나는 나의 슬픔이었지 
이젠 그댈 떠난 채 더 이상 너는 없었네 
잊을 수 없는 사랑, 사랑 받는다
사랑은 이렇게 내게 있어요 
내가 원하는 걸
나도 다 이룰 것 같아요
사랑이라는 건 언제나 그리움인 거죠
나는 지금 그대에게 있어요 
나를 돌아볼 때가 됐다고
진심으로 말하고",0.8693423271179199,0.8109077215194702,0.13065767288208008,사랑의 시간,하지만 너는 아무 말 없이 다른 길을 택했고 내 노래는 슬픔의 멜로디로 바뀌었다. 사랑스러운 눈빛은 이제 그리움으로 빛나고 너의 미소만 내 마음 속에 깊이 새겨졌다. 아무 말 없이 떠나간 너를 떠올릴 때마다 너는 내…
노을 춤,노을 춤,"하늘, 구름에 비치는 별빛과 어우러져
노을이 아닌 그윽한 그리움을 만들어 줍니다.
사랑하는 당신을 위하여
그대의 꿈을 향해 발걸음을 옮기며
아름다운 추억으로 간직하세요.
당신의 꿈은 아름답습니다
별빛을 만져보고 싶습니다.
꿈속에 있는 그대처럼 아름답게 느껴진다면
하늘에서 나는 빛나고 싶어요!
무엇보다 당신의 아름다운 모습이 더욱 아름답죠?
바람결에 휘몰아쳐온 그대에게
당신은 항상 곁에 있습니다.
그리고 언제나 사랑할 수 있을 것입니다
행복의 날개를 활짝 펴고
달",0.8680411577224731,0.8347217440605164,0.13195884227752686,아름다운 사람,"그대는 아름다운 사람 별을 사랑하고 하늘을 사랑하고 먼 곳 슬픔까지 사랑하는 그대는 아름다운 사람 아름다운 사람에게선 꽃 같은 향기가 난다 늘 곁에 있고 싶고 멀리 있으면 그리워진다 언제나 눈으로, 눈으로 사랑을 말…"
달빛 춤,달빛 춤,"새벽의 햇살 아래 꿈틀거리며 춤을 추며 노래를 부르자
오월의 노래들
꿈속에도 춤추고픈 마음을 품고
아름다움을 찾아가는 길,
바람의 노랫소리에 잠긴 달빛을 보냅니다
달빛의 한숨이 그리워지면
별들의 노래가 들려주는
순수의 시간이 있습니다
그렇게 고요함 속에 서 있는
나뭇잎 하나 없는 어둠은
어둠의 시간으로 달려갑니다(1998).. 6. 27.
창밖의 밤하늘에 울려 퍼지는 환희의 춤사위에는
지난",0.8671748638153076,0.8648468255996704,0.13282513618469238,꿈이 깨어 있어야 보이는,노래의 마음이라는 작은 음표 안에 숨어있는 잔잔함 하얀 안개의 호흡이 있어. 아지랑이 숲속에 생기를 불어넣고 있는 안개꽃의 저녁과 기다림 나뭇잎들이 춤추고 싶어 하는 고요함의 느낌표는 바람이 오면 물결이 되고 처음으…
푸른 별,푸른 별,"아름다운 꽃들의 날개짓이
나뭇잎들을 감싸는다
꽃들이 되어도
하늘로 솟구쳐올라
달빛에 반짝이는 별처럼
꿈을 꾸고 있네.
사랑하는 연인들
아름다운 우리들
그들은 이렇게도 사랑한단 말인가보군.""
푸른 하늘 아래서
수많은 사랑의 불꽃과 하나가 된
초록빛 새순이 비치는 곳마다
푸른 하늘의 향연이
향기의 향기가 되어
새들도 함께 웃으며 춤을 추던 꿈이
봄으로 날아가는 듯하구나.
지저귀는 초록빛이",0.8599587678909302,0.8514063954353333,0.14004123210906982,봄꽃들의 언어,무리지어 피어있는 청순한 봄꽃들 고운 언어로 속삭이고 있다 살랑살랑 불어오는 봄바람도 사랑을 나누며 살며시 스쳐가고 애교 만점인 미소로 답하며 사랑의 시를 짓는 봄꽃 새들은 그 시 읊으며 날아가고 봄바람도 합창 하듯…
오늘 나와,오늘 나와,"이제 나란 사람처럼 너의 마음도
그대의 눈물은 내가 내 마음의 품을 채우는 걸까요
나는 그대가 내게 주는 사랑으로
다시 만날 수 있게 해주는 나의 사랑이 있어요
이미 그대는 나를 그리웠어
나를 기억하고 있는 그대들의 마음을
마음에 와 닿는 그 날의 하루를 그려봅니다
사랑하는 사람이 되라
나의 사랑을 받는다는 건 쉬운 일이 아니야. 내 삶의 가장 작은 힘일 뿐이야.
내 삶을 지켜줘서 고맙다고
그리움을 남기고 떠나려니?
내가 할 일은 당신을 잊지 않고
또 다른 한",0.8599529266357422,0.8380570411682129,0.1400470733642578,사랑의 시간,하지만 너는 아무 말 없이 다른 길을 택했고 내 노래는 슬픔의 멜로디로 바뀌었다. 사랑스러운 눈빛은 이제 그리움으로 빛나고 너의 미소만 내 마음 속에 깊이 새겨졌다. 아무 말 없이 떠나간 너를 떠올릴 때마다 너는 내…
자꾸 미안,자꾸 미안,"가슴 뭉클하게 한숨이 나온다.
눈물이 맺힌다.
내 마음속에 울음을 지르는 건
마음이다.
깊은 슬픔에 찬바람까지 불어온다
어느새 눈물이 난다.
눈을 감기 전에 내 손을 꼭 잡고
자꾸 슬픈 마음으로 떠나가자
그리운 내 마음을 알 것 같다..
그렇게 내 마음에 다시 오도록 하자!
우리의 사랑은 이대로 끝나지 않을 거야..
당신을 사랑하는 모든 이들을 위해 기도하자.
나의 사랑이 영원히 나를 행복케 할 거라 믿어 줘!""
내가 당신에게 원하는 것은
세상에서의 나 자신이라는",0.8592885136604309,0.8240057229995728,0.1407114863395691,사랑의 시간,하지만 너는 아무 말 없이 다른 길을 택했고 내 노래는 슬픔의 멜로디로 바뀌었다. 사랑스러운 눈빛은 이제 그리움으로 빛나고 너의 미소만 내 마음 속에 깊이 새겨졌다. 아무 말 없이 떠나간 너를 떠올릴 때마다 너는 내…
안녕 오늘,안녕 오늘,"봄을 기다리는 바람도
미끄럼틀에 몸을 맡긴 채
산허리를 따라 달려가는 노들목
아무런 도움도 주지 않는 길
노랫줄과 맞닿은 숲속 나무들은
길게 뻗은 너른 들꽃잎들이
바람의 흔적으로 가득한 곳에도
수없이 쌓여 있는 나무들로
더욱 애달픈 마음을 담습니다.
내 맘 속에 깊이 새겨진 내 마음도
봄이 오면 찾아뵐 것입니다.).
어디서든 봄이란 걸 사랑합니다 
오래도록 기다려온
사랑하는 당신
오늘 아침은",0.859186053276062,0.8463840484619141,0.140813946723938,산수유 피는 길목,봄빛을 한 아름 안고 오시네. 꽃 노래 하늘가에 울려퍼지네. 찬 바람 휘몰아치던 가슴에 포근한 기운 노란 숨결이여 겨우내 시달리던 고달픈 마음에 따스한 손길 다가오니 반갑네. 비탈길 무리지어 피어난 꽃 얼어붙은 마음…
 너무나 아픈,너무나 아픈,"그대의 마음은
그대는 지금 이 순간에도
불멸의 꿈을 꿈꾸며
그대를 그리워하는
그리움의 정열이 흐르는
어둠의 언덕을 떠나서
별들의 숲을 만들고 있습니다.
당신의 마음 속 깊은 곳에
강물의 고요함을 채워줄
하얀 꽃들이 피어나는
아름다움이 되어
이제 다시 한번 아름다운 꿈이 되시길 바랍니다.
그래서 그대가 하는 말이야
언제나 그렇게 하고 싶어할 때면
너무나 아픈 일인데도
그리고 너무 아프고 아플 때도 있어요
내가 이렇게 힘들어도 좋으니",0.8560428619384766,0.850376307964325,0.14395713806152344,아름다움의 시작이 향기의 모습이 아닌 향기의 느낌으로,당신의 기억되어있는 꿈의 동굴을 지나 하얀 눈 만들어 거대한 회오리바람 같은 무지개의 기둥이 있어 보라색 아침 세워놓은 천년의 성벽 또한 이제 통곡의 벽을 지나게 됩니다. 아름다움의 모습도 당신의 꽃을 닮은 마음이 …
작은 사랑,작은 사랑,"한 줄기 바람처럼
고요하고 아름다운 사랑이
어느새 흘러가는 듯 고요
오직 함께 있는 사람들만 있을 뿐
아직도 살아있는 그대들만이 남아 있다
그래서 그대의 마음속에 들어있다
그대 곁에 있어주는 이 많은 사람 때문에도
나누는 것이 얼마나 소중한 일인지
가끔씩은 잊을 수 없지만
눈물겨운 이별을 나눌 때면
사랑으로 인해 더 많이 아픈 가슴을 앓지만
내겐 사랑은 언제나 그리움일뿐이라는 것을 알게 되었다
사랑은 이렇게 나를 위로해주고
자신도 모르게 외로운 마음을 달래주며
함께",0.8536081314086914,0.8359522819519043,0.1463918685913086,사랑의 시간,하지만 너는 아무 말 없이 다른 길을 택했고 내 노래는 슬픔의 멜로디로 바뀌었다. 사랑스러운 눈빛은 이제 그리움으로 빛나고 너의 미소만 내 마음 속에 깊이 새겨졌다. 아무 말 없이 떠나간 너를 떠올릴 때마다 너는 내…
이대로 사랑,이대로 사랑,"사랑을 한 번쯤 느껴보는 시간
끝없이 펼쳐진 지평선 너머로
더욱 멀리 갈 수 없는 그리움 속으로
무심한 듯 멈춰서는 사랑
서로를 그리워하는 마음
사랑은 끝이 아니라 시작이다
어쩌면 아직 끝나지 않았는지
저렇게 사랑이 깊어만 가도
아직도 저토록 아프고 고통스러울까
한숨을 쉬며 기다려야 할 때
마음의 평화가 온전하게 내리누는 세상
눈물처럼 고요하고 아름답던
오랜만에 만난
초록색의 언덕 위 추억들
그리움의",0.8513777852058411,0.8475409746170044,0.14862221479415894,그렇게 혼자만의 깨어있는 그 그리움이 끝은,당신의 손끝으로 이제 꽃잎의 떨림이면 향기의 진동으로 마음이 따듯하도록 진실의 시간만이 기다림의 골짜기에 백합꽃 피는 봄의 마음을 여미는 당신만의 안개 호흡으로 별빛 사랑함 꽃들의 노래가 있으면 아침 새들의 열망처럼…
노을 미소,노을 미소,"달빛도 별빛도
별빛이 되어 어둠에도 빛을 비추네.
바람소리도 별빛을 머금은다
푸른 하늘 아래 별이 아름답게 피어나고
그렇게 빛나는 풍경 속에
내 마음에 반짝이는 추억들이 있구나. 
하늘은 더 높고 맑아져야지.
이제 내가 살고 있는 곳이니까.
달빛에 흔들리는 마음, 내 마음을 담아다오.
당신의 삶이 내게 주는 행복감이 얼마나 큰가! -
사랑하는 당신에게 이렇게 간절히 기도하노라!
나를 믿고 의지하며 살아오세요 
나에게 있어 아름다운 모습
나는 그대",0.8511011004447937,0.8434683084487915,0.1488988995552063,해바라기 연가,오직 당신 있는 곳만 향합니다. 그리움 때문에 나는 당신을 향해 서 있습니다. 그대를 바라보아야 힘이 솟고 당신의 빛을 받아야 피어납니다. 한순간도 잊지 못할 그대 얼굴 온종일 그리움에 파묻혀 밤이 와도 여전히 흔들…
다시 곁에,다시 곁에,"한숨에 훅 내리는 시린 눈물이다
가슴을 타고 올라온
그리움에도 불구하고
새도 웃고
너무도 고운 추억이여
내 마음속에 그리움을 담뿍 담고
눈물마저 적셔가라자
사랑하는 당신은
다시 사랑해야 할 거야.
우리의 마음은 언제나 그대만을 바라보고 있으리라
그대는 늘 나를 바라며
그대의 곁에는 영원히/오직 당신의 모습만이 남아 있을 것임,
더 이상 이 땅에 살고 싶지 않다라고
언제나 그대를 바라보며
우리 자신을 바라보고,
자",0.8506526947021484,0.8401301503181458,0.14934730529785156,사랑의 시간,하지만 너는 아무 말 없이 다른 길을 택했고 내 노래는 슬픔의 멜로디로 바뀌었다. 사랑스러운 눈빛은 이제 그리움으로 빛나고 너의 미소만 내 마음 속에 깊이 새겨졌다. 아무 말 없이 떠나간 너를 떠올릴 때마다 너는 내…
그대 하나,그대 하나,"바람 부는 대로 흔들리던 꽃송이
바람이 불어도 다시 서러워야 하는 것처럼
그대의 모습은 항상 그랬듯
꽃송이처럼 빛나는 것만 해도 가슴이 벅찬다
너를 기억하며 또 그리워하는 이 봄밤도
정말이지 이 계절의 꽃은 아직
끝도 없이 피어나고 있다
가을로 접어들면 모든 것이 다 아름답게 변하는구나
오늘도 어김없이 마주 보며
누군가를 사랑하고 있으리
아름다운 추억을 가슴에 품고 있을 때
무엇이든 잊지 말고 꼭 가서
내 맘에 들도록 당신을 기다리고 있는 듯하다
나는",0.8504085540771484,0.8471254110336304,0.14959144592285156,코스모스 상념,너의 미소처럼 맑고 고요하다. 가을 햇살에 빛나는 꽃잎 너의 이름을 부르는 듯한 음유 하늘빛은 너의 눈동자를 닮아 물결이 일렁이는 강물처럼 언제나 내 마음을 흔들어 놓았다. 그 그리움은 가을 속에 묻혀 다시 오지 못…
그대 안녕,그대 안녕,"어느새 가을빛으로 물든 이 땅을
아름다운 꽃처럼 아름답게 가꿔놓았으면 좋겠습니다
오래된 미련이 아쉬운 계절입니다
내 마음의 내 마음도
미련을 버릴 수 있는 길이 없을까요
나도 언젠가 한번쯤 다시 한 번 꼭 가보려 기도합니다 
오늘은 아름다운 그대에게 감사하는 날입니다ᄒᄒ
흐르는 햇살에 눈을 감으며
그리움의 언덕을 지나가고 싶습니다.
그대가 지금 그대의 곁에 있을까요?
누구에게도 말해주지 못할 만큼
사랑한 마음을 갖고 있는",0.8488670587539673,0.8360096216201782,0.15113294124603271,옛일이 그리워 지는 계절,떠나지 않는다 가을날들은 겸손하여서 작은 풀잎 하나에도 정다운 손길로 다독거림 누구도 대신할 수 없는 아름다운 날들인 하루가 저물어 간다 그대는 누군가의 가슴에 고운 추억으로 남겨지는 날들있었나 가슴에 품어진 사랑 …
다시 미소,다시 미소,"왠지 모를 반가움이 밀려온다.
그저 웃으며 바라볼 뿐이다.
잊을 만하면 찾아오는 낯선 사랑
아름다운 기억에 젖어들고, 그리워하는 것은 미소로 가득 찬다.
어느 순간, 그리고 그 자리에서 내 마음에 봄의 향기가 느껴진다.
그리고 그것이 바로 나의 행복이 된다.
그리움은 나를 돌아보게 한다.
다시 마음에서 우러나오는 기쁨은
누구나 가진 아름다운 추억으로 남기도 하지만
고혹과 그리움 속에 파묻혀 살아가는 사람들도 많다.
그것은 내가 하고 싶은 모든 일을 다 해내고 있는 것이다.
무엇보다 먼저 해야 할 일은
한 번만 더 참",0.8487937450408936,0.8336658477783203,0.15120625495910645,행복을 주는 사랑,여정이 시작 되고 사랑을 품으면 하잘것없는 사소한 것을 보면서도 마음이 넓어지며 웃음이 절로 나 행복을 감출수가 없고 따사한 가을 햇살로 떠오르는 정다운 사랑의 미소로 아픔만 느껴지던 쓰린 마음에 가을의 향내가 풍기…
달빛 노래,달빛 노래,"한겨울이구나
조그만 어둠 속에도
어둠에 잠긴 산들바람도
시냇물 소리 들리는다
소낙비 내리는 가을 바람도
달빛이 서려 있는 곳
거대한 돌담길마다
아름다움이 숨쉬는 곳, 그리고 그 속에서
진실을 밝혀 내는 듯
내일의 꿈은
언제나 깨어있다는 것
나만의 시간 안에
꿈을 그려나가는 것처럼
내가 꿈꾸는 곳에
한없이 많은 사람이 있음을 알았습니다.
그래서 내가 살고 싶은 곳이여
지금은 내 곁으로 가겠습니다.fer",0.8484285473823547,0.8420389890670776,0.15157145261764526,아름다움의 의미들도 초록색을 알아가는 길,별빛이 너무 밝아 마음에 애태움을 다 가질 수 없어 하나둘 내어주고 이제 빈 곳이 되어버린 생각의 반쯤 지나온 나뭇잎 외로움의 하나 기다림 그렇게 알 수 없는 당신의 꿈이 어느 곳에서도 바라보고 있다면 아름다움의 느…
아픈 사랑,아픈 사랑,"나만의 사랑이 아닌 당신을 위해
당신의 사랑을 전할 수 있는
사랑을 전해주는 시간으로
사랑의 힘을 빌리고픈 맘이 들 때엔
그렇게 생각의 고삐를 늦추지 않도록
아픔과 슬픔을 함께 나누는 시간이 되어야 하리라서
당신이 사랑하는 그 순간들에도
나만의 사랑은 가슴으로 다가올 것이다 싶어요
당신만이 당신의 마음속에
그리움의 뿌리를 내리게 하고
여전히 너와 나눌 수 있는
열정적인 사랑의 씨앗
누군가의 품에 안긴 채
나의 슬픔은 다시 빛날 것이며",0.8446060419082642,0.8354989290237427,0.15539395809173584,행복 이야기,내일은 더 아름다운 삶을 열며 가슴에 들려오는 당신의 사랑의 숨결을 들으며 진실한 삶을 열어간다 내일을 향한 기대감으로 가슴에 뜨겁게 불타던 사랑으로 임을 바라보며 행복을 꿈꾸며 세월에서 얻은 아픔은 모두 소멸된 가…
차가운 바람,차가운 바람,"차가운 바람이 불어오고 있다
바람이 세차게 불어도 뜨거운 바람은 멈추지 않고
어디서든 흔들리지 않는
강한 정신력으로 내 곁을 지켜주는
힘겨운 세월의 흔적이다.
아름다운 기억은 이제야 빛을 잃었다
한결같이 빛나던 눈빛이 사라지고
그저 쓸쓸하고 슬픈 마음만 남았다
무심한 얼굴로 바라본 따뜻한 햇살이
내 가슴으로 비쳐올 때면
빛과 어둠, 온기와 열정이 함께하는 사랑
뜨거운 숨결이 되어
얼음 속의 이슬처럼 스며드는 그 아름다운 꽃들이여
고운",0.8432815074920654,0.8300508260726929,0.15671849250793457,배롱나무 꽃,"배롱나무꽃, 진분홍 그늘은 첫사랑의 속삭임이 머물던 곳이라네. 바람은 그 향기를 멀리 날리네. 열정과 정렬의 불꽃처럼 붉은빛의 사랑 훨훨 타오르고 배롱나무 가지마다 새겨진 뜨거운 마음의 흔적은 눈 부신 햇살 아래 더…"
