prompt,gen_title,gen_body,sim_top1,sim_top5_mean,novelty,nn_title,nn_excerpt
빨리 믿어,빨리 믿어,"기다림이 기다려주는 것
아름다움의 시간속에 항상 걸어온
푸른 날의 마음도
그리고 그리움도 하나님에게 기도하고 싶어하는
생각의 시간이 찾아오면
고요함의 마음은
별빛처럼 고운 느낌의
그렇게 이슬비꽃들이 모여
이슬비 꽃잎으로 피어나는 곳에
가을과 같이 아름다운 별빛이 피어납니다.
그것은 바로 마음의 정결함이여..
그래서 이 가을에야
바람을 타고 건너가는
봄날은 생각보다 더 아름답지 않습니까.
마음의 한 장씩 꺼내놓은
그리움이 가는",0.8757465481758118,0.8705689311027527,0.12425345182418823,이렇게 이슬비 언덕에도,나무들의 고요함 느낌을 서로의 이슬비를 꺼내 아지랑이처럼 모락모락 피어나고 애태움의 그림들이 마음속에 가지고 있는 오랜 기다림을 분홍빛 색연필이 싱그럽게 그려내는 별과 바람이 되어 꽃들의 창가에 고운 새들처럼 속삭이…
산 속에,산 속에,"아련하게 눈물이 흘러간다.
세월은 흐르고 강물은 흐른다.
한겨울에 불어오는 바람은 한줄기 바람처럼 아름답다.
바람이 비쳐도 마음만큼 온기가 있고
온기가 가득하다.
추위가 물러간 그윽함은 가을의 향기다.""
가을의 향기는 어디서 오는 것일까?
그것은 바로 계절을 초월한 사랑이기에
살아생전 사랑하고 그리워하는 것이리라.
사랑으로 살다 죽어도
함께 살아야 하는 삶의 의미다.
봄이면 다시 봄이라 부르는 순결함이
자신도 모르는 사이에 스며들어서
고요함과 아름다움을 잉태한다.
강물에 흐르는 눈물보다",0.8734217882156372,0.8649016618728638,0.1265782117843628,겨울마음속으로 걸어온 바람처럼 별빛의 중심이 있어,물주머니만 들고 걸어서 가는 아침 햇살의 여행길 누가 동행하지 않아도 스스로의 빛남이 있도록 목마름도 순수처럼 솟아나고 있는 풀잎들의 샘이면 한 모금 만 마셔도 이렇게 당신의 정결함으로 채워지는 애태움의 진실을 바라…
시린 들,시린 들,"가을이 다가오고 있다
온통 낙엽으로 가득 차서
나뭇가지마다 흩날리고 있는 한상
하얀 물결, 바람결에
아름다움을 지켜줄 듯 보이는 이 계절의 모습들
이제야 봄을 느끼며 산다는 것은
그저 그리운 것들이기 때문일까
언젠가 다시 만날 날이 올 것이기에.
시린 날들이
오늘과 내일도 함께할 것 같으니.
가을이 다가와도
내게 가장 먼저 닿은 곳은 바로 이곳이다.
바람만 불어도
한여름처럼 따뜻한 추억이 된 곳이다",0.8728735446929932,0.8575016856193542,0.12712645530700684,옛일이 그리워 지는 계절,떠나지 않는다 가을날들은 겸손하여서 작은 풀잎 하나에도 정다운 손길로 다독거림 누구도 대신할 수 없는 아름다운 날들인 하루가 저물어 간다 그대는 누군가의 가슴에 고운 추억으로 남겨지는 날들있었나 가슴에 품어진 사랑 …
햇살 바람,햇살 바람,"바람이 불어오면 스치는 꽃들마다 피어나는 별들의 향기로운 향기
그리고 바람 불면 붉게 물든 꽃잎의 빛깔을 가져옵니다
별빛 속에 숨어있는 하얀 눈망울 하나에도
이제는 별빛의 아침이라는 생각이 들어갑니다만,
아무렇게나 만져보지도 않고 그냥 지나쳐버리는
산까치의 시선이 머무는 곳까지
마음에 새겨볼 수 있도록
숲속의 시간을 준비하고 있는
강물처럼 흐르는 한 그루 나무도
꿈과 그리움으로 흔들리지 않도록
초록색의 빗소리는
푸른 꿈은",0.8721237182617188,0.8675516843795776,0.12787628173828125,어머니의 숲으로 보낸 하얀 바람의 순간들,아침의 그리움 건너 고운 햇살의 느낌에 갈 수 있고 별빛의 옷깃을 스치기만 해도 스스로 별의 울타리가 되어 어머니의 숲에서 달빛으로 은근함이 낮아진 아름다움의 느낌이 가진 천년을 빛날 수 있는 바람의 생각을 순간에 …
언제나 만나,언제나 만나,"언제나 만난다는 것
언제나 만나는다는 것
고요하고 고요
깊은 숲 속에 서있는 것
바람에 실려오는
노래의 느낌처럼
내 마음을 열어주며
꿈을 꾸는 시간이 오면요
그리움의 시간을 준비하여
푸른 나무들의 마음들을
오래도록 걸어오고 있는
그렇게 아름다운 날에요
어느새 해가 지는 곳이면
작은 샘물 하나쯤은
당신의 마음으로 가져옵니다
그래서 별이 되어 보내야 하는 곳에요
아름다움이 내 안에 있어
이제부터 별이 되는 날이라고
별빛의 순간이 왔음을
스",0.8709531426429749,0.8694007992744446,0.12904685735702515,바람의 높이마다 강물의 이름은 저마다의,작은 도랑이 되어 꿈을 담을 수 있을 만큼의 생각의 출렁임은 언제나 변하지 않도록 풀잎의 마음에 가지고 싶어 합니다 당신의 마음이 천년 동안에도 이렇게 푸르다면 강물이 가져오는 아침의 밝음 꽃들의 눈으로 별빛의 멀리…
아름다운 바다,아름다운 바다,"한 장씩
눈을 감으면
내 마음 속에 품은
마음이 그립다만
얼어붙는 소리도
나뭇잎처럼 떨리도록
언제나
아름다움으로 다가오며
이별의 시간을 채워가고 있습니다.
그러다가 어느 날
그대는
한줌의 눈을 뜨고
가슴에 맺힌 그리움을 바라보았습니다.
그리움이 밉지 않습니까?
너를 떠나보낸 저도
그리고
다시 하나 되어서
서로에게 사랑하며 살 수 있기를 바랍니다.
사랑하는 당신이여
나의 그대여, 당신의 사랑을 받아주",0.8695670366287231,0.8519018292427063,0.13043296337127686,도라지 꽃,휘어진 길모퉁이마다 그리움이 서려 희미한 달빛 아래 홀로 선 그대 모습 사랑의 흔적을 따라 나는 조용히 눈을 감네. 바람에 실려 오는 보랏빛 향기 그대와의 추억이 가슴에 머물러 눈물에 젖은 밤하늘을 바라보며 사랑은 …
햇살 파도,햇살 파도,"봄날의 정취를
소낙비로 물들인다
나뭇잎마다 스며든 꽃향기
이러한 향기를 피우는 것
고운 빛깔의 향기는
기다리는 이의 마음을 달래준다.
그녀의 숨결이 머무는 곳,
바람 부는 언덕과 들판엔
봄의 추억들
마음 가는 곳엔
겨울에 꽃이 피는 곳이라는
하나둘 만져보고픈 기분이 든다
봄은 향기롭다! #봄바람파도우미
하얀 눈꽃이 핀 곳은
여기가 바로 나눔의 풍경이며
사랑하는 마음이 자라는 곳이",0.8695293068885803,0.8574585914611816,0.13047069311141968,어느 봄날 나들이,푹신푹신한 봄 길을 걷는다 와아 이렇게 좋을 수가 대지의 따스한 햇살 뇌를 짜릿한 느낌을 주며 벌써 발끝을 타고 올라오는 대지의 부드러운 고운 숨결 온몸에 전율을 느끼며 아직 화려하게 꽃은 피지 않아도 점점 짙어지는…
흘러 다시,흘러 다시,"그대의 노래 속에 흐르고 있는
고요함이 숨김없이 들어있다
그리움의 시간이 되어도
어느새 가을이 되었네.
한 시간이면
마음이 맑아져 가고 있군
그대 곁에 또 한 사람이 있었다 . 
살며시 흐르는 물처럼 너를 기다려 왔다는 것을.
우리의 아픔을 안고 가는 우리들
그리고 우리의 마음속에 숨어있는 그리움!""
그리움이 내 가슴속으로 들어가
사랑하는 연인의 마음속에도
나뭇잎 하나 자라지 않았으니
사랑은 곧 고요함의 시작이라는 걸. 그런데 사랑은",0.869326114654541,0.8598774075508118,0.13067388534545898,옛일이 그리워 지는 계절,떠나지 않는다 가을날들은 겸손하여서 작은 풀잎 하나에도 정다운 손길로 다독거림 누구도 대신할 수 없는 아름다운 날들인 하루가 저물어 간다 그대는 누군가의 가슴에 고운 추억으로 남겨지는 날들있었나 가슴에 품어진 사랑 …
달빛 춤,달빛 춤,"새벽의 향기에 젖어있는 그 시간들
아름다움 가득 담긴 달빛의 사랑
달빛이 서려있는 달빛을 보며
그건 달이 아니야. 너는 내 마음의 빛이구나.
너를 향한 나의 마음을 헤아리고
그리움의 기다림으로
푸른 꿈과 그리움을 쌓아가는
천년의 시간이
다시 오기를 기다립니다...).
한순간만이라도
하늘에 빛나는 별들이여
별들의 눈물 한 방울이여
고운 자태로 빛나도록
당신이 날 사랑하는 이유를 알게 됩니다
마음처럼 다정",0.8678780794143677,0.862102210521698,0.13212192058563232,소리의 성벽,달빛만 비쳐도 반딧불을 보내 연초록의 시간을 실어오고 나비들의 아침이 되어 바라보는 마음의 속삭임들이 들려주는 산책 같은 그리움의 기다림 속에 보이는 그 아름다움의 세계는 밤과 낮이 없고 오직 봄이라는 숲이 있어. …
달빛 노래,달빛 노래,"어느 새 별빛 아래 서성이는 듯
이슬비 내리는 밤하늘에 그리움이 스며들어
달빛의 시작은
언제나 그 순간을 바라보며
아름다움을 사랑하고 있다
어둠 속에도 선선한 바람이 불고 있어요
그렇게 아름다운 날들이
마음이 따뜻해지고 있는 것은
사랑을 하는 우리들의 모습이다
삶의 무게를 짊어지고 일상으로 돌아와
함께하는 행복과 슬픔도
슬픔으로 가득찬 삶을 살아가는 우리에게서
노래가 들려주는 사랑은
순결한 마음속에 울려 퍼지는 것 같아요!
별들은 언제나 한 그루 꽃",0.8671815395355225,0.8626052737236023,0.13281846046447754,햇살 빛나는 인생,환희의 흡족한 파란 미소 냉기가 가슴 깊이 흘러도 한결 따뜻한 온수로 씻어주는 아량 한 쌍의 산새 가지에서 부르는 사랑의 노래 들려오고 고요가 가슴 깊이 흐르는 구름 사이로 방끗이 내민 얼굴로 미소지우며 빛나는 햇살…
겨울 노래,겨울 노래,"한겨울에 부는 눈바람은 새들의 들뜬 마음을 위로하고
마음을 비워주고
슬픔을 말끔히 씻어내고
더 큰 소리로 노래하는 아름다운 선율과 함께
순결한 마음과 따뜻한 사랑을 나누고 싶다
어느 날 저녁,
한낮의 꿈이 떠나갔던 아침은
새들이 지푸라기 잡으러 가는 길이었다
작은 강물이 불어대는 그 순간
그런 생각이 가슴속에 묻어났고
가을 바람처럼 환하게 빛나는 추억 속으로 사라졌다
꿈이라는 단 하나뿐인 희망으로 가득 차서
아름다움을 불러낸
그리",0.863538384437561,0.8619533777236938,0.13646161556243896,어제의 강물이 멈추는 곳에서,하얀 별이 되기 위해 꿈으로 달려 가는 길에 서 있는 고운 햇살의 따듯함이 얼마나 위로가 되고 아름다운지를 마음의 시간이오면 노을이 시간이 돌아서 오도록 휘파람 불어 들어보는 고운 새들의 아침의 소리 마음에 시림의 …
작은 호수,작은 호수,"물길이 흘러가면 새들의 춤추는 소리
고요함을 가둬놓고
천년을 끌어온 생명의 고요를 지켜본다
이따금씩 보이는 별빛의 눈물들
그렇게 아름다운 빛줄기를 따라 흐르는 강물소리.
작은 호수에는 많은 사람들이 모여서 사랑을 나누고 있습니다.
아름다운 강이 있어요
그리운 마음속에 스며든 자연의 숨결에 비춰보면
어느새 그 호수를 넘으며
다시 바다로 돌아갈 수 있도록
푸른 물결이 일렁이는 호수가 되고 싶어 합니다.
오늘은 그 아름다움의 샘물이 되어
별빛과 함께하는 가을밤을 아름답게 꾸며보",0.8609093427658081,0.8395172357559204,0.1390906572341919,어제의 별의 눈물로 깨어있는 그리움의 시간을 들여다보면,어제의 별의 눈물로 깨어있는 눈물 한 방울이 당신의 마음을 닮아 강물의 중심에 별빛들이 조각배를 보내어 옵니다. 바람에도 흐트러지는 물결 고요하지 못한 외로움의 황금빛 출렁임도 하나 둘 그물로 건져보면 당신의 아름다…
여전히 사랑,여전히 사랑,"하늘은 언제나 그 빛을 뵈고 있네.
그 빛 속에 있는 것이 어찌 그리도 아름답겠는가?
한 발 한 발 뻗으면
하늘이 보일 듯 말듯 한데도
아름다운 것을 볼 수 있다면 얼마나 좋겠는가?
사랑이란, 늘 우리 곁에 있고 싶으신가보다.
내 안에 숨어있는 사랑은 언젠가는 나에게 찾아올 것이다.
눈물 흘리며 아름다운 시간을 보내고 계시는 당신에게
깊은 감사를 드린다.
사랑의 빛은 영원히 함께 할 것이다. 그리하여 당신의 사랑은
끝까지 그대에게 남아 있다.¶우리 모두는 이미 알고 있다.
오직 나의 마음에 머무는 것은 오직 바람뿐",0.8601285815238953,0.826158344745636,0.13987141847610474,아름다운 사람,"그대는 아름다운 사람 별을 사랑하고 하늘을 사랑하고 먼 곳 슬픔까지 사랑하는 그대는 아름다운 사람 아름다운 사람에게선 꽃 같은 향기가 난다 늘 곁에 있고 싶고 멀리 있으면 그리워진다 언제나 눈으로, 눈으로 사랑을 말…"
푸른 꿈,푸른 꿈,"달빛 아래 꽃들이 피는 풍경들
어디선가 불쑥불쑥 피어오르는 새싹들,
아름다움의 향기로움을 노래하는 곳마다
이렇게 작은 발걸음에도 그리움이 스며드는 것을 보며
그녀는 비로소 아름다운 아름다움에 빠져들어가고 있다.
그리움은 언제나 행복의 상징이며
누구나 한 번쯤은 그 아름다움을 느끼며
꿈을 꾸고 싶어 하는 마음이다.
언제나 아름다워야 할 아름다운 모습이지만
오직 사랑만이 정답인 것 같다. ○○○는 내 마음에 있는 별이 아니라
내 마음이 더해져도
나의 사랑을 알 수 있도록",0.8568553328514099,0.8438729047775269,0.1431446671485901,아름다운 사람,"그대는 아름다운 사람 별을 사랑하고 하늘을 사랑하고 먼 곳 슬픔까지 사랑하는 그대는 아름다운 사람 아름다운 사람에게선 꽃 같은 향기가 난다 늘 곁에 있고 싶고 멀리 있으면 그리워진다 언제나 눈으로, 눈으로 사랑을 말…"
사랑 다시,사랑 다시,"사랑의 기억이 아련하게 빛난다.
그때는 어렴풋이 스쳐가는 것 같다.
내 가슴에 그리운 사랑이 묻어있다.
어느새 한 해가 저물고 있지만
사랑은 언제라도 찾아올 수 있다.
그래서 나는 영원히, 그러나 언제나 사랑할 것이다.
아직 끝나지 않은 길목이다.
언제나 사랑은 아름답다.
사랑은 또 다른 길을 걸어온 그대에게 안겨준다.
그리고 내 마음속에 간직된 아름다운 추억들 속에
가만히 서 있는 그대도 나를 기다리고 있다.
잊을 수는 없어도 오래도록 함께하고 싶다.
사랑은 끝이 아니라 반드시 온다.
여기저기서 떠나",0.8559221625328064,0.8398311734199524,0.1440778374671936,운명의 갈림길,황혼의 길목에서 운명은 고요히 나를 부른다. 인생의 갈림길은 끝없는 미로와도 같다. 한 걸음 내딛는 순간 세상은 달라지고 우리가 선택한 길은 영원한 발자국을 남긴다. 사랑은 가냘픈 불꽃 어둠 속에서 빛나고 그 불꽃에…
푸른 하늘,푸른 하늘,"하얀 눈으로 덮힌 아름다운 풍경들.
눈부시게 빛나던 고운 자태들은
푸른 하늘이 주는 따뜻한 느낌으로
고운 햇살 한 점 없는 구름들로
아름다움이 반짝이는 아름다움의 정점을 보여줬다.
오랜 세월 동안 많은 사람들의 사랑을 받았던
이제 더 이상 존재하지 않는 이 땅,
오늘도 함께하고 싶은 그 순간
다시 만날 수 있게 된 소망이라는 글귀에
하나의 꿈과 꿈을 그려본다...
그렇게 맑고 투명해진 하늘 아래
바람결에 실려 가는 파란 그림자는
기다란 달빛",0.8555411100387573,0.8458912968635559,0.14445888996124268,별빛의 마음에 다시 서면 아름다움의 본체는,당신의 하늘이 있으면 언제나 푸른 꿈은 별들이 날아옴을 다시 허락합니다. 마음의 언덕 느림처럼 날아와 그리움은 빛남이 되어도 누구에게나 나누어 줄 수 있는 따듯함과 정겨움 때로는 풀잎들의 기다림이 되어 따로 겉옷을 …
당신의 봄,당신의 봄,"꽃도 피워야지.
당신의 봄은 언제나 활짝 피어있다.
봄을 준비하면서
정결한 마음으로 가꾼다.
내게는 당신이 한평생 사랑한 사랑이 있으니까.
그것만이 아름다운 계절이다.
살아있는 동안에도 변함없는 사랑을
사랑하고 있는 것이다.
우리 모두가 함께 살아가는
내가 사는 세상. 내 가슴속에 꿈이 가득 차 있다.
그것은 그대만의 삶이다.'
그리고 그 안에서 나를 본다.
따스함이 가슴을 간직할 때 비로소 봄이 온다.'
꽃잎처럼 피어오르는 꽃은 아름답지만
내 안에 서있어야 하는 사람은 드물다.
그러나 꽃이 피는 순간,",0.8544555902481079,0.8448683023452759,0.1455444097518921,참 아름다운 세상,"돌아보면 참 예쁘게도 피었어요 외롭게 홀로 핀 꽃 슬프긴 해도 아름다웠어요 예뻤어요 아 돌아보니 나는 바람이었어요 참 아름다운 세상, 나는 오늘도 꽃으로 피었다가 바람으로 가고 있어요 사랑하는 마음은 세상의 꽃으로 …"
푸른 미소,푸른 미소,"초록빛 햇살
그대 가슴에 꽃망울을 터트린다
새하얀 꽃잎으로 피어난다-
아름다운 봄꽃처럼 피어나는 당신. 그건
마음속에 희망이 있고 사랑이 있는 곳입니다.,
언제나 변함없이 아름다운 마음을 가지고 계세요...
사랑하는 그대여, 사랑받는 사람입니다, ,
봄의 정결함이 바로 그것입니다.
당신의 마음이 되어 주시는 것입니다
오래된 추억 속의 기억들이여
눈부신 그리움을 실어주시네요.
그리고 당신의 마음도 함께 가져옵니다.
그러",0.8536537289619446,0.8471576571464539,0.14634627103805542,당신의 봄날,고귀한 따스함이 근무하고 있습니다. 고귀한 꽃의 관성이 향기로 근무하고 있습니다. 우리 둘 사이의 삶이 따뜻했으면 좋겠습니다. 꽃이 향기가 나듯 우리 둘 사이의 삶도 향기가 났으면 좋겠습니다. 당신의 봄날 고결한 봄…
이미 사랑,이미 사랑,"아련한 추억의 흔적으로
그 쓸쓸함에 젖어 있네.
나도 모르게 내 가슴에 얼굴을 묻었네. 그리고
내 가슴은 아직도 꿈처럼 스쳐가네.
누군가는 내게
사랑을 고백해 주었지?
나는 사랑을 잊지 않았어.
사랑의 비밀이 되어줄 사람이
세상엔 없을 거야. 그래서 나는 그대의 마음에 새겨졌다).(제발 이럴게요.)
내가 너를 기다리는 것만은 아니야.
고민에 잠긴 눈빛으로
눈물이 흘러내리고 싶어 했잖니.
하지만 난 아무것도 알지 못했어.
그리고 나는 또",0.8486528396606445,0.7948758006095886,0.15134716033935547,사랑의 시간,하지만 너는 아무 말 없이 다른 길을 택했고 내 노래는 슬픔의 멜로디로 바뀌었다. 사랑스러운 눈빛은 이제 그리움으로 빛나고 너의 미소만 내 마음 속에 깊이 새겨졌다. 아무 말 없이 떠나간 너를 떠올릴 때마다 너는 내…
