prompt,gen_title,gen_body,sim_top1,sim_top5_mean,novelty,nn_title,nn_excerpt
시린 바람,시린 바람,"뽀얀 눈송이처럼 붉다
시선만 마주한 채
아름답고 부드러운 시선으로
눈을 감았던 그 계절의 모습들
오늘은 그런 느낌이 들었네요
내일의 내일을 위한 준비라는 듯
마음의 마음을 다잡으며
살며시 발걸음도 멈추지 않고
세상을 향해 날아가는 그리움
기다림 없는 일상에
그대들의 고운 마음이 함께하는 한 가지 바람이 되겠습니다
사랑이란 말에도 슬픔이 숨어 있습니다
그리움의 깊이에
별빛으로 스며드는 별빛의 향기를",0.8671858310699463,0.8601802587509155,0.1328141689300537,봄꽃들의 언어,무리지어 피어있는 청순한 봄꽃들 고운 언어로 속삭이고 있다 살랑살랑 불어오는 봄바람도 사랑을 나누며 살며시 스쳐가고 애교 만점인 미소로 답하며 사랑의 시를 짓는 봄꽃 새들은 그 시 읊으며 날아가고 봄바람도 합창 하듯…
달빛 춤,달빛 춤,"한낮의 햇살이 비추고 있는 가운데
한 방울 눈부시게 아름다운 꽃송이
자식같이 키운 아이처럼 환하게 웃으며
꽃송이가 바람에 흔들릴 때마다
하늘로 솟구치는
아름다움의 향기를 내 마음에 맡기며
이제 별빛을 기다립니다
별빛의 향기가 내 마음을 가득 채우니
달빛 춤추던 시간들이
잊지 않으려 애쓰시는
사랑하는 당신께도
당신의 사랑 속에 있습니다
내 마음에도 늘 별이 빛나고 있지요
그렇게 달빛이 내 가슴을 스치고 지나가는",0.8668991923332214,0.8627983331680298,0.13310080766677856,가을이 오기전 별빛의 종소리에 초대받아 은색 울림과,당신의 식탁에 따듯한 차 한 잔 찬바람에 놀란 노래들을 달래주고 이제 별들이 보여주는 책을 읽어야 할 시간이면 당신의 꿈속 변하지 않는 초록색을 찾아와 동화의 끈을 묶어봅니다 이제 신비롭게도 마음의 골목길은 찾아오고…
푸른 미소,푸른 미소,"꽃으로 피어난 초록빛 사랑이야기
사랑은 이제 시작일 뿐이며
가을의 정취는 곧 이별인가 보다
이렇게 봄을 알리는 꽃들이
우리 곁에 있어요
하늘에 떨어지는 하얀 물방울들을 바라보며
봄이라는 그리움의 노래를 부르고 싶어요???
겨울의 푸르름을 찾아가는 나그네
초록색의 고운 자태를 보면서
그리움이 주는 따뜻한 감동과
아름다움도 아름답게 만듭니다
그래서 저는 오늘 아침 한 가지 부탁드리고 싶습니다라고 말했습니다.
나는 너에게 가장 큰 선물을 줄 거야.
우리는 아름다운 마음으로",0.8648667335510254,0.8525762557983398,0.1351332664489746,이렇게 이슬비 언덕에도,나무들의 고요함 느낌을 서로의 이슬비를 꺼내 아지랑이처럼 모락모락 피어나고 애태움의 그림들이 마음속에 가지고 있는 오랜 기다림을 분홍빛 색연필이 싱그럽게 그려내는 별과 바람이 되어 꽃들의 창가에 고운 새들처럼 속삭이…
슬픈 그대,슬픈 그대,"내 가슴에 묻어둔 그대의 흔적
세월의 흔들림은 나의 그림자처럼
내게 흘러가고 있었다.
너무 많은 슬픔이 나를 떠나보냈다.
난 그저 잠들었을 뿐이었다.
그리움의 깊은 밤, 밤이면
아픈 기억들을 떠올리며
슬픔에 찬 눈빛을 보내던 날
밤새도록
나도 모르게 울었다.
그대는 한없이 외로웠고
내 마음속에 남은 건 아무것도 없었다.
나를 위로하며 웃었던 날,
나는 다시 한번 너를 바라보았다.
너는 얼마나 아름다운 존재인지.
당신의 가슴 속에 남아 있는 소중한 것들. 나는 언제나 함께 했다.
함께 하는 모든 순간",0.8641664981842041,0.8388730883598328,0.1358335018157959,사랑의 시간,하지만 너는 아무 말 없이 다른 길을 택했고 내 노래는 슬픔의 멜로디로 바뀌었다. 사랑스러운 눈빛은 이제 그리움으로 빛나고 너의 미소만 내 마음 속에 깊이 새겨졌다. 아무 말 없이 떠나간 너를 떠올릴 때마다 너는 내…
달빛 노래,달빛 노래,"봄날의 노래
아름다운 하늘 아래
하늘이 내린 별들
내 마음은 그대에게로 왔다
그대는 내게로 왔다.
달빛이여, 내 마음도
당신의 모든 꿈도 함께하세요
그래서 나는 그대에게 온다
나는 그대에게서 받은 사랑을 사랑합니다
그대만이 그대 곁에 와 있습니다
사랑하는 그대여! 나는 그대를 만나야 합니다마는
나의 바람은 오직 당신이 하신일 뿐입니다
사랑할 때 당신의 마음이 먼저 들리실까요?
그대가 나에게 준 사랑은 언제나 우리 곁에 있습니다.
언젠가 꼭 만나고 싶",0.8640235066413879,0.8396322131156921,0.13597649335861206,아름다운 사람,"그대는 아름다운 사람 별을 사랑하고 하늘을 사랑하고 먼 곳 슬픔까지 사랑하는 그대는 아름다운 사람 아름다운 사람에게선 꽃 같은 향기가 난다 늘 곁에 있고 싶고 멀리 있으면 그리워진다 언제나 눈으로, 눈으로 사랑을 말…"
그대로 이대로,그대로 이대로,"저무는 시간처럼
저만치 멀리 떨어지다 보면
얼어붙은 듯 서글퍼지는
그대의 눈동자를 흔들며
더 이상 나의 손을 놓을 수 없어서
이제 나는 내 품으로 돌아갈 거야
지금껏 해온 대로 다시 시작하겠지만
아니면 너의 마음을 잠시 잊고 싶다
그리운 그대에게 보내준
한번 더 울어도 괜찮다는 말인데
누구에게도 말하지 못하고 나 혼자 쓸쓸하게 떠나겠지만
너를 잊지 않고 행복할게요?
언젠가부터 우리는 함께 할 거예요.",0.8630290627479553,0.8352778553962708,0.13697093725204468,사랑의 시간,하지만 너는 아무 말 없이 다른 길을 택했고 내 노래는 슬픔의 멜로디로 바뀌었다. 사랑스러운 눈빛은 이제 그리움으로 빛나고 너의 미소만 내 마음 속에 깊이 새겨졌다. 아무 말 없이 떠나간 너를 떠올릴 때마다 너는 내…
아름다운 물결,아름다운 물결,"물살에 흔들리는 파도처럼
고요한 꿈속에서
파도 같은 물결 속에 있는 듯
어느새 내미는 꽃송이로
아름다움이 깊어가는 가을의 모습들
그토록 아름다워 보이던 그 풍경들을
이렇게 아름답게 간직하고
서로가 손을 맞잡으며 행복하게 웃는 모습
나뭇가지와 함께 걸어가고 있어요
가을엔 향기로운 풀꽃들이 피어서
함께 어울려 노래하며 피어나네요.
오늘은 우리를 보러 오신다고 해요 오늘 새벽까지 비가 오고 있고요,
일요일에는 전국에 많은 비 예보되고 있는데",0.8622876405715942,0.8487804532051086,0.13771235942840576,이렇게 이슬비 언덕에도,나무들의 고요함 느낌을 서로의 이슬비를 꺼내 아지랑이처럼 모락모락 피어나고 애태움의 그림들이 마음속에 가지고 있는 오랜 기다림을 분홍빛 색연필이 싱그럽게 그려내는 별과 바람이 되어 꽃들의 창가에 고운 새들처럼 속삭이…
좋은 사실,좋은 사실,"고운 햇살 아래
아름답고 맑은 마음 가득
푸른 눈빛으로 반짝이며
사랑하는 그대
따뜻한 봄날 함께하고 싶습니다
봄을 기다리는 이여,
우리가 사는 세상만큼 아름다운 세상이 있나요
우리들 곁엔 따뜻함이 가득한 사랑이야기 속에
좋은 일이 있어서
가끔씩 생각하며
행복해지는 사람이 많아요.
이곳은
사람이 살아가면서 가장 많이 만나는 곳입니다.
사람도 마찬가지죠.
세상에 살면서 행복하다는 것은 없다
하지만
그건 참 슬픈 일이에요.
누구든 행복을 누릴 수 있다는 믿음이 바로 그",0.8622101545333862,0.8277098536491394,0.13778984546661377,진정한 행복은,별들의 합창이 울려 퍼지는데 죽도록 사랑하며 살아온 길 고운 햇살 내린다네 다정한 가슴에 온화한 미소와 정이 흐르는 오랜 세월 오직 믿음으로 다지며 사랑의 등불로 환히 밝히며 미소가 흐르는 삶이라면 이게 행복이 아닐…
항상 사랑,항상 사랑,"저토록 아름다운 날도
무섭다 하는 내 마음속에도
순수한 마음을 가진 나의 사랑은
여전히 아름다울 뿐이다..
그것은 사랑을 꽃피우려는 간절한 바람일 뿐.""
어느새 그 사랑은 서럽게 울고
마음속에 깊은 상처를 남긴 채
잊혀져 가고 있는 것은
당신이 아니란다.
사랑하는 사람이 아닌, 내가 사랑하는 사람만이
내가 당신을 좋아하고 있음을 기억해야 할 것이다. 그리하여 나는 이제 그 사랑의 기쁨을 잊을 수 없다.
내 안에 숨겨진 사랑이 있다면
이제부터라도 나를 사랑하라. 또한 그렇게 하지 못할",0.8596498966217041,0.8130847215652466,0.1403501033782959,사랑의 시간,하지만 너는 아무 말 없이 다른 길을 택했고 내 노래는 슬픔의 멜로디로 바뀌었다. 사랑스러운 눈빛은 이제 그리움으로 빛나고 너의 미소만 내 마음 속에 깊이 새겨졌다. 아무 말 없이 떠나간 너를 떠올릴 때마다 너는 내…
우리 곁에,우리 곁에,"바람으로 살갗이 파고들던 겨울
햇살이 내리쬐는 겨울
나뭇잎들이 흩어지는 계절이면
봄날의 시작을 알 수 있겠지.
추억의 봄날,
어둠이 내려앉은 밤
세찬 바람이 불어오고 바람은 불어오지만
그냥 이대로 있으면 안 될 텐데
하늘에는 눈 덮인 하얀 눈이 내리고
눈은 또 언제 오랴
가을은 더 깊어질 거야
겨울이 그렇게 깊어진다
내 손안에 남아 있는 것은
우린 결코 혼자만이 아니구나.
우리는 모두 너를 사랑하니",0.8570840358734131,0.8434606790542603,0.14291596412658691,봄이 온다.,"아직 바람 끝엔 겨울이 남아 있고, 어제 내린 눈발에 목련 가지도 차가운 계절을 끝까지 품고 있다. 갑자기 밀어닥친 혹한에 강물도 잠시 걸음을 멈추었지만 움츠린 까치는 깨금발로 겨울을 딛고 밤새 굶은 비둘기 떼는 희…"
그저 언젠가,그저 언젠가,"듬성듬성한 밤하늘 아래
세상 모든 일들
그저 그대의 품속에서
눈물의 소리도 없고 슬픔의 감정도
이제 그대는
나의 마음속에 들어 있는 그대처럼
그리운 날갯짓을 하고 있습니다
그래서 아름다운 날에요
그대 곁에 있어요∼
나야 내가 널 사랑해 주었어
사랑은 그리움의 시작이다
너를 만난 그날, 너와 함께
다시 만나서
고마워하고 있을게요
내 마음이 내 마음을 감싸주는구나.
아름다운 날은 사랑이니까.
나는 그렇게 말했지",0.8507821559906006,0.8380893468856812,0.14921784400939941,첫눈 내리던 날,설렘으로 다가온 순결한 첫사랑 수정인양 순백으로 내린다 그녀처럼 소리 없이 사뿐사뿐 다가오는 하늘의 천사 정든 잎새 떠나보낸 헐벗은 나뭇가지 하얀 설화가 예쁘게 피어나고 오늘 새벽 미명에 이루어진 그대와 새로운 아름…
아름다운 우리,아름다운 우리,"눈부시게 밝은 밤하늘의 푸른 하늘
우리들의 마음속 깊은 곳을 들여다보고
그 속에 숨겨진 아름다운 우리의 마음을 생각해보자
이제야 비로소 우리는 그 속에서 무엇을 볼 수 있는지.
가만히 내다보며
나뭇잎 사이로 보이는 나의 작은 발걸음
마음에 담긴 아름다움에
사랑하는 너를 느끼면서
내 영혼 안에 있는 나를 찾아옵니다.
그래서 오늘도 아름다운 우리들 곁에
빛나는 마음으로 웃으며 봅니다
어느새 봄이 되어 봄은 지나가고
가을이 다가오는 날에는
봄의 향기가 가득한 곳엔",0.8492517471313477,0.8386751413345337,0.15074825286865234,고요함의 달빛 존재 천년의 성을 지나 바람처럼 달려오고 있는,당신의 봄을 닮은 꽃잎들이 생각이라면 이내 꽃이 피는 갯벌과 언덕에 아카시아 편지가 보내온 하얀 마음을 읽어볼 수 있는 산들바람 당신의 강물위에 마음을 다시 써내려 갑니다. 물결처럼 흘러 그리움의 하늘 호수가 보이면…
당신의 봄,당신의 봄,"봄바람이 불어왔습니다.
그대 곁에 서면
내 마음도 따뜻해집니다.
봄의 정열 속에
아름다움의 싹이 움트는 순간이었나 봅니다.
새벽에 눈 쌓인 산자락에서
노란 꽃망울을 터뜨렸으니까요
마음이 아팠던 내 마음은
어느새 다가가서 사랑으로 감싸주었습니다
나의 봄은
꽃 향기 가득한 봄이 되길 바랍니다.
눈부신 햇살에 반짝이던 아침과 달리
당신의 봄은
아침저녁으로 선선한 바람이 불고 있습니다.
사랑에 눈이 내리면",0.8484892845153809,0.8441036343574524,0.15151071548461914,봄은 추억의 계절,훈풍은 살랑살랑 스쳐 지나가고 새들도 지저귀며 나라간다 어느 계절 보다 봄은 피고 지며 수많은 꽃들이 피어났고 예쁜 미소로 반갑게 반겨주는 사랑스러운 마음이 있었다. 환희의 계절 봄이 되면 가슴에 찾아오시는 사랑하는…
별빛 하늘,별빛 하늘,"구름들이 반짝반짝 빛나면 그 눈물은
아름다운 한 송이 꽃송이로 다가와도
그저 아름다운 꽃을 피우고 싶어서
별빛을 찾아 헤매지 않아도 되니까
이렇게도 별이 빛나는 날에는
너무도 감사할 거야!
하늘을 떠나온 그대들께
하나의 은밀한 손길로
가슴속에 숨겨져 있는 별을 찾으며
더 아름다워 보이기를 기원해요.) 그러나,
오랜 세월 동안 쌓아올린 것은
불투명한 거짓말뿐이니
그래서 사랑은 영원할 수밖에 없구나.
사랑은 영원히 남길",0.8463214635848999,0.8277875185012817,0.1536785364151001,별빛의 마음에 다시 서면 아름다움의 본체는,당신의 하늘이 있으면 언제나 푸른 꿈은 별들이 날아옴을 다시 허락합니다. 마음의 언덕 느림처럼 날아와 그리움은 빛남이 되어도 누구에게나 나누어 줄 수 있는 따듯함과 정겨움 때로는 풀잎들의 기다림이 되어 따로 겉옷을 …
함께 그대,함께 그대,"그리움이야
서로가 그리워질 때
어쩌면 그리움은 우리를 떠나보내야 할지도 모를 일들이다
나도 모르게 내 곁에 있던 그대의 마음을 가져보면 어떨까
우리의 사랑인 너의 모습을
그리움으로 그리고 싶을 때는
아직도 내 가슴속에 숨어 있는 그대에게
당신을 그려주세요
오랜 기다림이 있어
한 번만이라도 같이 해보자..
이제 당신은 나의 사랑이다_
내게 전해준 아름다운 추억들
오늘 하루는 내게 가장 소중한 시간이 될 거예요~ 
그",0.844624400138855,0.8367811441421509,0.15537559986114502,사랑의 시간,하지만 너는 아무 말 없이 다른 길을 택했고 내 노래는 슬픔의 멜로디로 바뀌었다. 사랑스러운 눈빛은 이제 그리움으로 빛나고 너의 미소만 내 마음 속에 깊이 새겨졌다. 아무 말 없이 떠나간 너를 떠올릴 때마다 너는 내…
슬픈 하루,슬픈 하루,"그리운 그대여
그리움이란 게 니까?
아름다운 사랑으로 울었어요!
사랑은 언제나 아름다운 것일까요
그런데 이젠 어떡합니까
당신 곁에 있을 때가 아니던가요?
아름다움의 힘도 강하니까요.
순간 당신이 그리워하는 것은
자신을 위한 배려뿐이겠죠?
고요한 새벽입니다
내게 주어진 그대의 시간들이
지난 날의 추억을 떠올려주세요(제일모습을 위하여) 
오늘의 나의 시간이 아니라
다시 한 번 내 마음을 다 쏟아 부어줘",0.8411231637001038,0.8303549885749817,0.15887683629989624,사랑의 시간,하지만 너는 아무 말 없이 다른 길을 택했고 내 노래는 슬픔의 멜로디로 바뀌었다. 사랑스러운 눈빛은 이제 그리움으로 빛나고 너의 미소만 내 마음 속에 깊이 새겨졌다. 아무 말 없이 떠나간 너를 떠올릴 때마다 너는 내…
모두 그대로,모두 그대로,"서로가 서로를 알면 좋겠지
사랑하는 사람들과 함께
서로의 마음을 나누며 살아갔으면 좋겠어
함께 살아가야 하는 사람들끼리
더 행복하고 즐겁게 살 수 있는 것 같아요
그렇게 모두가 함께 살아가는 것만으로도
우리가 살아갈 힘이 생기는 것이여
다행히, 그 사람이 세상을 떠난 이후 많은 사람들이 다시 태어나고 있어요?
아직은 힘들더라도 우리를 사랑해주신 부모님과 가족들에게 감사드리고 싶어요.
이제는 더 이상 갈 데 없는 나날이니까.
지금도 가끔씩은
우리들의 마음속에 남아있는 그리움을 모아",0.84014892578125,0.8056038022041321,0.15985107421875,칠십 고개,"알겠더라, 이제는 미안함도 내보이며 첫사랑 이별 후 소중한 사랑도 알게 되었고 가족을 이루면서 어미의 마음도, 자식의 마음도 알겠더라, 이제는 아파보니 알겠더라 말하고, 듣고, 보고, 걷고, 생각하는 일상이 고마운 …"
아침 물방울,아침 물방울,"바람이 불 때면 바람 소리가 들린다.
바람은 어느새 강물 위로 솟구쳐온다.
무심한 듯 다가오는 물살에
나뭇잎들이 소리 없이 날아가고
아침 햇살은 그 위에 내려앉는다.
이슬비가 내리는 순간
내 마음도 한없이 작아진다.
그렇게 우리들은 함께하는 날들
소중한 날을 소중히 생각하며 산다.
행복한 날이 되면 늘 행복하다.
세월을 거슬러 오르듯
누군가에게 사랑을 줄 수 있는 것은
서로의 몫일까
살아가며 지켜보는 시간이 그리 길지 않은 이유는
생각할",0.8389374017715454,0.824443519115448,0.1610625982284546,겨울 비,"눈 섞인 빗방울이 내 마음을 두드리고, 그 소리에 나는 먼 옛날을 떠올린다. 하얗게 눈물 흘리며 걷던 내 작은 발걸음이 생각난다. 그때 그곳의 겨울은 별처럼 신비한 곳에 있는 듯했고, 하나의 하늘 아래 우리는 서로를…"
사랑 처음,사랑 처음,"한순간도 마음을 놓지 않을 때
오직 함께하고 싶은 나.
마음을 놓아주면 더 바랄 게 없다······
어느 날 갑자기 내가 먼저 떠나버릴 줄이야. 하지만 어차피 너는 내 곁에 있어줘야 해서
만날 때마다 널 기다려줄 거야
네가 나를 기다리고 있는 것은
더 이상 내게 미룰 수 없는 소중한 시간이지
너에게 사랑은 그렇게 중요하지 않아요!
사랑은 내게 꼭 필요해요.
지금까지처럼 나의 마음에서 맴돌고
늘 나를 지켜주는 것만으로도
너는 내 곁을 지킬게요.",0.8376672863960266,0.7719908952713013,0.1623327136039734,사랑의 시간,하지만 너는 아무 말 없이 다른 길을 택했고 내 노래는 슬픔의 멜로디로 바뀌었다. 사랑스러운 눈빛은 이제 그리움으로 빛나고 너의 미소만 내 마음 속에 깊이 새겨졌다. 아무 말 없이 떠나간 너를 떠올릴 때마다 너는 내…
